Time_s,Real,Imaginary,Magnitude
0.34319820940064905,2.4378041096679187e-05,-1.0074176578056608e-05,2.63776026476487e-05
0.34568515294703056,2.2784671649764323e-05,-4.91817943519596e-06,2.3309434809629308e-05
0.3481720964934121,2.0568348016838712e-05,-6.854130263145977e-07,2.0579765089972107e-05
0.3506590400397936,1.7960481682980185e-05,2.6404772450415253e-06,1.8153540215788458e-05
0.3531459835861751,1.5160234423043622e-05,5.112460300868091e-06,1.5999061162755427e-05
0.3556329271325566,1.2332368015400673e-05,6.80997984508468e-06,1.40876941462305e-05
0.35811987067893813,9.607125449995533e-06,7.829721221491843e-06,1.2393602939348654e-05
0.36060681422531965,7.081728098185843e-06,8.277529731415275e-06,1.089350133387327e-05
0.36309375777170116,4.823081313982645e-06,8.261620054787845e-06,9.566424582411199e-06
0.3655807013180827,2.8713072113601325e-06,7.887125640685805e-06,8.393518688486502e-06
0.3680676448644642,1.2437629114237423e-06,7.25196236203472e-06,7.357846443097427e-06
0.3705545884108457,-6.07492961347806e-08,6.443922795061742e-06,6.444209141989202e-06
0.3730415319572272,-1.0578208491797253e-06,5.538875683050885e-06,5.638982956283138e-06
0.37552847550360874,-1.7735123706834984e-06,4.599918250679891e-06,4.929968969669622e-06
0.37801541904999025,-2.2408017079120518e-06,3.677315312205912e-06,4.306255937536183e-06
0.38050236259637177,-2.4964932517362075e-06,2.809056508992429e-06,3.758094866641495e-06
0.3829893061427533,-2.578635587912197e-06,2.0218693189815714e-06,3.27678455780759e-06
0.3854762496891348,-2.5244594669554865e-06,1.3325385020729713e-06,2.8545672981746386e-06
0.3879631932355163,-2.36881997285036e-06,7.494002955014917e-07,2.484533933491854e-06
0.3904501367818978,-2.143105561984304e-06,2.7390006746769593e-07,2.16053759438869e-06
0.39293708032827934,-1.8745619274047355e-06,-9.787635138482505e-08,1.8771153933191646e-06
0.39542402387466086,-1.5859697648688116e-06,-3.7376614809435046e-07,1.6294174506673607e-06
0.39791096742104237,-1.2956116589004668e-06,-5.642362769152761e-07,1.413142649156847e-06
0.4003979109674239,-1.0174635673393573e-06,-6.81263912784578e-07,1.2244805550622207e-06
0.4028848545138054,-7.615498411872376e-07,-7.374055099426203e-07,1.0600589826542873e-06
0.4053717980601869,-5.344064866913572e-07,-7.450565699677081e-07,9.168967147230086e-07
0.40785874160656843,-3.396046462507019e-07,-7.158942119019439e-07,7.923609268444336e-07
0.41034568515294995,-1.7829433264711047e-07,-6.604873031448248e-07,6.841288962392993e-07
0.41283262869933146,-4.973670287671234e-08,-5.880540289225382e-07,5.901536075845643e-07
0.415319572245713,4.819886812837188e-08,-5.063440470779143e-07,5.086328979726904e-07
